university,year,rank_display,score,link,country,city,region,logo,type,research_output,student_faculty_ratio,international_students,size,faculty_count,Unnamed: 0,UA_Continent,Housing,Cost of Living,Startups,Venture Capital,Travel Connectivity,Commute,Business Freedom,Safety,Healthcare,Education,Environmental Quality,Economy,Taxation,Internet Access,Leisure & Culture,Tolerance,Outdoors
Baku State University,2021,1001,nan,https://www.topuniversities.com/universities/baku-state-university,Azerbaijan,Baku,Asia,https://www.topuniversities.com/sites/default/files/baku-state-university_592560cf2aeae70239af55d4_small.jpg,Public,High,11.0,364,L,"2,106",14.0,Asia,9.745,9.806,2.6705,0.0,2.1690000000000005,5.492,5.671666666666666,8.772,3.701999999999999,0.0,2.62125,3.8765,5.861,1.4420000000000002,6.2195,6.584500000000001,4.503
Baylor College of Medicine,2021,nan,nan,https://www.topuniversities.com/universities/baylor-college-medicine,United States,Houston,North America,https://www.topuniversities.com/sites/default/files/baylor-college-of-medicine_48_small.jpg,Private,Very High,nan,210,S,"4,424",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Belarusian State University of Informatics and Radioelectronics,2021,1001,nan,https://www.topuniversities.com/universities/belarusian-state-university-informatics-radioelectronics,Belarus,Minsk,Europe,https://www.topuniversities.com/sites/default/files/belarusian-state-university-of-informatics-and-radioelectronics_592560cf2aeae70239af5a53_small.jpg,Public,Medium,20.0,417,L,703,160.0,Europe,9.4955,9.289,4.3785,0.0,3.7664999999999993,5.365500000000001,5.596333333333332,9.038,5.5106666666666655,0.5,7.04825,3.204,5.926,4.863,6.949999999999999,7.4215,4.906000000000001
Benemérita Universidad Autónoma de Puebla,2021,1001,nan,https://www.topuniversities.com/universities/benemerita-universidad-autonoma-de-puebla,Mexico,Puebla,Latin America,https://www.topuniversities.com/sites/default/files/benemrita-universidad-autnoma-de-puebla_592560cf2aeae70239af5478_small.jpg,Public,Medium,32.0,283,XL,"2,414",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
BI Norwegian Business School,2021,nan,69.8,https://www.topuniversities.com/universities/bi-norwegian-business-school,Norway,Oslo,Europe,https://www.topuniversities.com/sites/default/files/bi-norwegian-business-school_592560cf2aeae70239af4abb_small.jpg,Private,Very High,nan,nan,L,nan,178.0,Europe,3.768,1.0380000000000005,5.2090000000000005,3.869,5.177,5.775250000000001,9.635333333333332,7.1065000000000005,7.909999999999998,5.144500000000001,8.42425,7.0735,4.752,7.9705,5.899,7.029999999999999,6.1895
"Birla Institute of Technology and Science, Pilani",2021,1001,nan,https://www.topuniversities.com/universities/birla-institute-technology-science-pilani,India,Pilani,Asia,https://www.topuniversities.com/sites/default/files/birla-institute-of-technology-and-science-pilani_592560cf2aeae70239af4e0e_small.jpg,Private,Very High,18.0,289,L,776,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Birzeit university,2021,1001,nan,https://www.topuniversities.com/universities/birzeit-university,"Palestinian Territory, Occupied",Birzeit,Asia,https://www.topuniversities.com/sites/default/files/birzeit-university_592560cf2aeae70239af546c_small.jpg,Private,Medium,20.0,530,M,572,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Brigham Young University,2021,1001,nan,https://www.topuniversities.com/universities/brigham-young-university,United States,Provo,North America,https://www.topuniversities.com/sites/default/files/brigham-young-university_68_small.jpg,Private,Very High,21.0,"1,163",XL,"1,512",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Canterbury Christ Church University,2021,1001,nan,https://www.topuniversities.com/universities/canterbury-christ-church-university,United Kingdom,Bexleyheath,Europe,https://www.topuniversities.com/sites/default/files/canterbury-christ-church-university_592560cf2aeae70239af4dbc_small.jpg,Public,High,17.0,"1,522",M,674,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Central European University,2021,nan,70.1,https://www.topuniversities.com/universities/central-european-university,Austria,Vienna,Europe,https://www.topuniversities.com/sites/default/files/ceu_onlyletters_logo_2020-04-48x48.jpg,Private,Very High,nan,nan,S,nan,256.0,Europe,6.314000000000001,5.111,5.798000000000001,3.6350000000000007,8.0315,6.21325,7.596,8.5965,8.198,4.854500000000001,9.27,4.663,2.666,6.173,8.521500000000001,8.963999999999999,5.294499999999999
Chung Yuan Christian University,2021,1001,nan,https://www.topuniversities.com/universities/chung-yuan-christian-university,Taiwan,Taoyuan City,Asia,https://www.topuniversities.com/sites/default/files/chung-yuan-christian-university_592560cf2aeae70239af524f_small.jpg,Public,High,21.0,"1,246",L,727,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Copenhagen Business School,2021,nan,84.7,https://www.topuniversities.com/universities/copenhagen-business-school,Denmark,Frederiksberg,Europe,https://www.topuniversities.com/sites/default/files/copenhagen-business-school_710_small.jpg,Public,Very High,nan,nan,L,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Cranfield University,2021,nan,nan,https://www.topuniversities.com/universities/cranfield-university,United Kingdom,Bedford,Europe,https://www.topuniversities.com/sites/default/files/cranfield-university_592560cf2aeae70239af4b15_small.jpg,Public,Very High,5.0,"2,052",S,623,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Damascus University,2021,1001,nan,https://www.topuniversities.com/universities/damascus-university,Syrian Arab Republic,Damascus,Asia,https://www.topuniversities.com/sites/default/files/damascus-university_592560cf2aeae70239af546d_small.jpg,Public,Medium,67.0,"2,184",XL,"2,597",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Diponegoro University,2021,1001,nan,https://www.topuniversities.com/universities/diponegoro-university,Indonesia,Semarang,Asia,https://www.topuniversities.com/sites/default/files/diponegoro-university_592560cf2aeae70239af4b23_small.jpg,Public,High,14.0,741,XL,"2,852",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Dokuz Eylül Üniversitesi,2021,1001,nan,https://www.topuniversities.com/universities/dokuz-eylul-universitesi,Turkey,Izmir,Asia,https://www.topuniversities.com/sites/default/files/dokuz-eyll-niversitesi_592560cf2aeae70239af50b2_small.jpg,Public,High,27.0,110,XL,"2,238",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Doshisha University,2021,1001,nan,https://www.topuniversities.com/universities/doshisha-university,Japan,Kyoto,Asia,https://www.topuniversities.com/sites/default/files/doshisha-university_592560cf2aeae70239af4b25_small.jpg,Private,High,20.0,"1,213",L,"1,441",125.0,Asia,3.765,0.0,1.3025,0.0,6.7945,2.5,8.389666666666667,10.0,9.078666666666669,6.241,6.435,3.7235,6.033,3.712,8.153500000000001,7.663,1.6465
Academician Y.A. Buketov Karaganda University,2021,1001,nan,https://www.topuniversities.com/universities/eabuketov-karaganda-state-university,Kazakhstan,Karaganda,Asia,https://www.topuniversities.com/sites/default/files/academician-y.a.-buketov-karaganda-university_592560cf2aeae70239af52e9_small.jpg,Private,High,9.0,572,M,1.181,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
EGE UNIVERSITY,2021,1001,nan,https://www.topuniversities.com/universities/ege-university,Turkey,İzmir,Asia,https://www.topuniversities.com/sites/default/files/ege-niversitesi_592560cf2aeae70239af50a1_small.jpg,Public,High,14.0,"1,697",XL,"3,165",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
ESCP Business School - Paris,2021,nan,73.6,https://www.topuniversities.com/universities/escp-business-school-paris,France,Paris,Europe,https://www.topuniversities.com/sites/default/files/escp-business-school-paris_592560cf2aeae70239af4b44_small.jpg,Private,High,nan,nan,S,nan,184.0,Europe,3.5835,3.664,9.2765,7.513000000000001,10.0,5.330500000000001,8.088333333333333,6.2465,8.207666666666666,7.085,4.36225,4.2045,2.648000000000001,9.716,9.8165,5.579,4.433
Escuela Superior Politécnica del Litoral (ESPOL),2021,1001,nan,https://www.topuniversities.com/universities/escuela-superior-politecnica-del-litoral-espol,Ecuador,Guayaquil,Latin America,https://www.topuniversities.com/sites/default/files/escuela-superior-politcnica-del-litoral-espol_592560cf2aeae70239af547f_small.jpg,Public,Very High,14.0,112,M,828,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
ESSEC Business School,2021,nan,nan,https://www.topuniversities.com/universities/essec-business-school,France,Cergy,Europe,https://www.topuniversities.com/sites/default/files/essec-business-school_198_small.jpg,Private,Very High,nan,nan,M,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Feng Chia University,2021,1001,nan,https://www.topuniversities.com/universities/feng-chia-university,Taiwan,Taichung City,Asia,https://www.topuniversities.com/sites/default/files/feng-chia-university_592560cf2aeae70239af4a87_small.jpg,Private,Very High,22.0,"1,425",L,855,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Fu Jen Catholic University,2021,1001,nan,https://www.topuniversities.com/universities/fu-jen-catholic-university,Taiwan,New Taipei City,Asia,https://www.topuniversities.com/sites/default/files/fu-jen-catholic-university_217_small.jpg,Private,Medium,24.0,"2,059",L,791,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Gazi Üniversitesi,2021,1001,nan,https://www.topuniversities.com/universities/gazi-universitesi,Turkey,Ankara,Asia,https://www.topuniversities.com/sites/default/files/gazi-niversitesi_592560cf2aeae70239af50b8_small.jpg,Public,High,20.0,"1,067",XL,"2,097",7.0,Asia,9.928,9.125,3.9725000000000006,0.0,2.0475,5.291,5.948333333333333,7.425000000000002,6.914333333333333,2.0285,2.9360000000000004,4.093500000000001,4.323499999999999,2.3160000000000003,8.638499999999999,4.485500000000001,5.1465
German University in Cairo,2021,1001,nan,https://www.topuniversities.com/universities/german-university-cairo,Egypt,Cairo,Africa,https://www.topuniversities.com/sites/default/files/german-university-in-cairo_592560e29988f300e232125e_small.jpg,Private,Medium,17.0,49,L,743,48.0,Africa,10.0,10.0,5.0985000000000005,2.958,3.7575,3.99025,5.790666666666668,6.791,4.041,0.5,1.1555000000000002,2.978,5.101,2.405,6.1855,2.6500000000000004,0.5
Institut polytechnique de Grenoble - Grenoble Institute of Technology,2021,nan,nan,https://www.topuniversities.com/universities/institut-polytechnique-de-grenoble-grenoble-institute-technology,France,Grenoble,Europe,https://www.topuniversities.com/sites/default/files/institut-polytechnique-de-grenoble-grenoble-institute-of-technology_1296_small.jpg,Public,Medium,15.0,"1,739",M,440,98.0,Europe,7.505000000000001,4.317,2.7430000000000003,1.852,3.996,5.52575,8.088333333333333,5.8875,9.063,4.549,6.151,4.2045,2.648000000000001,3.758,3.1785,5.0505,4.646
Hanoi University of Science and Technology,2021,1001,nan,https://www.topuniversities.com/universities/hanoi-university-science-technology,Vietnam,Hanoi,Asia,https://www.topuniversities.com/sites/default/files/hanoi-university-of-science-and-technology_592560cf2aeae70239af585f_small.jpg,Public,Very High,30.0,146,XL,"1,119",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
HEC Paris School of Management,2021,nan,nan,https://www.topuniversities.com/universities/hec-paris-school-management,France,Paris,Europe,https://www.topuniversities.com/sites/default/files/hec-paris-school-of-management_257_small.jpg,Private,Very High,nan,nan,S,nan,184.0,Europe,3.5835,3.664,9.2765,7.513000000000001,10.0,5.330500000000001,8.088333333333333,6.2465,8.207666666666666,7.085,4.36225,4.2045,2.648000000000001,9.716,9.8165,5.579,4.433
Helwan University ,2021,1001,nan,https://www.topuniversities.com/universities/helwan-university,Egypt,Helwan,Africa,https://www.topuniversities.com/sites/default/files/helwan-university-_592560cf2aeae70239af4f3b_small.jpg,Public,High,19.0,"2,297",XL,"6,629",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
IMT Atlantique,2021,nan,nan,https://www.topuniversities.com/universities/imt-atlantique,France,Nantes,Europe,https://www.topuniversities.com/sites/default/files/imt-atlantique_5a53028cca24f32bec6e7157_small.jpg,nan,Very High,6.0,722,S,271,167.0,Europe,7.7225,5.021,3.353,2.2300000000000004,4.989,5.997750000000001,8.088333333333333,7.6355,8.533333333333333,4.4045000000000005,7.323,4.2045,2.648000000000001,4.867,4.351000000000001,7.0555,2.672
INSEAD,2021,nan,nan,https://www.topuniversities.com/universities/insead,France,Fontainebleau,Europe,https://www.topuniversities.com/sites/default/files/insead_592560cf2aeae70239af4ba8_small.jpg,Private,Very High,nan,nan,S,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Izmir Institute of Technology (IZTECH),2021,1001,nan,https://www.topuniversities.com/universities/izmir-institute-technology-iztech,Turkey,Izmir,Asia,https://www.topuniversities.com/sites/default/files/izmir-institute-of-technology-iztech_592560cf2aeae70239af50c4_small.jpg,Public,High,19.0,159,M,288,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Jamia Hamdard,2021,1001,nan,https://www.topuniversities.com/universities/jamia-hamdard,India,New Delhi,Asia,https://www.topuniversities.com/sites/default/files/jamia-hamdard_592560e19988f300e2320f1b_small.jpg,Public,High,16.0,338,M,522,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Jawaharlal Nehru University,2021,nan,nan,https://www.topuniversities.com/universities/jawaharlal-nehru-university,India,New Delhi,Asia,https://www.topuniversities.com/sites/default/files/jawaharlal-nehru-university_302_small.jpg,Public,Very High,15.0,240,M,565,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Karolinska Institutet,2021,nan,nan,https://www.topuniversities.com/universities/karolinska-institutet,Sweden,Stockholm,Europe,https://www.topuniversities.com/sites/default/files/karolinska-institutet_311_small.jpg,Public,Very High,nan,nan,M,"1,730",230.0,Europe,4.865,4.36,6.267,6.229,6.2255,5.685500000000001,9.568999999999996,6.8865,8.039333333333332,6.6675,8.99175,5.694499999999999,2.7495000000000003,7.6135,6.797499999999999,5.719500000000001,4.494
King Abdullah University of Science & Technology (KAUST),2021,nan,nan,https://www.topuniversities.com/universities/king-abdullah-university-science-technology-kaust,Saudi Arabia,Thuwal,Asia,https://www.topuniversities.com/sites/default/files/king-abdullah-university-of-science-technology_2137_small.jpg,Private,Very High,7.0,676,S,145,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
King Mongkut's Institute of Technology Ladkrabang,2021,1001,nan,https://www.topuniversities.com/universities/king-mongkuts-institute-technology-ladkrabang,Thailand,Bangkok,Asia,https://www.topuniversities.com/sites/default/files/king-mongkuts-institute-of-technology-ladkrabang_592560cf2aeae70239af5213_small.jpg,Public,Very High,21.0,307,L,nan,17.0,Asia,7.3935,7.222,6.119,3.453,4.112,4.293500000000001,5.6036666666666655,7.0365,7.126666666666665,1.6915,3.37125,2.387,6.794500000000001,4.826499999999999,9.089,6.019,6.494000000000001
Leeds Beckett University,2021,1001,nan,https://www.topuniversities.com/universities/leeds-beckett-university,United Kingdom,Leeds,Europe,https://www.topuniversities.com/sites/default/files/leeds-beckett-university_592560cf2aeae70239af50f2_small.jpg,Public,High,19.0,"1,247",L,"1,015",131.0,Europe,6.811,5.363,3.3605,4.423,6.595000000000001,5.1057500000000005,8.991999999999999,7.731,8.633666666666667,4.9825,5.922000000000001,5.438,5.9545,7.329499999999999,3.7435,7.214,1.2955
London Business School,2021,nan,nan,https://www.topuniversities.com/universities/london-business-school,United Kingdom,London,Europe,https://www.topuniversities.com/sites/default/files/london-business-school_592560cf2aeae70239af4be5_small.jpg,Public,Very High,17.0,"1,613",S,106,138.0,Europe,1.0,3.94,10.0,9.859,9.4025,5.3955,8.991999999999999,7.243500000000001,8.017999999999999,9.027,5.547750000000001,5.438,5.9545,5.8455,9.4555,6.573,5.374499999999999
Makerere University,2021,1001,nan,https://www.topuniversities.com/universities/makerere-university,Uganda,Kampala,Africa,https://www.topuniversities.com/sites/default/files/makerere-university_15042_small.jpg,Public,High,24.0,"2,694",XL,"1,468",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Mansoura University,2021,1001,nan,https://www.topuniversities.com/universities/mansoura-university,Egypt,Mansoura,Africa,https://www.topuniversities.com/sites/default/files/mansoura-university_592560cf2aeae70239af4f3c_small.jpg,Public,High,24.0,"5,042",XL,"7,556",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Marquette University,2021,1001,nan,https://www.topuniversities.com/universities/marquette-university,United States,Milwaukee,North America,https://www.topuniversities.com/sites/default/files/marquette-university_592560cf2aeae70239af4dac_small.jpg,Private,Very High,12.0,367,M,913,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Meiji University,2021,1001,nan,https://www.topuniversities.com/universities/meiji-university,Japan,Tokyo,Asia,https://www.topuniversities.com/sites/default/files/meiji-university_592560cf2aeae70239af5223_small.jpg,Private,High,19.0,"1,592",XL,"1,693",244.0,Asia,5.657000000000001,3.431,6.297000000000001,3.962999999999999,8.1515,6.0075,8.377666666666666,10.0,8.82633333333333,6.980500000000001,5.955750000000001,3.7235,6.033,4.835000000000001,9.342000000000002,7.194500000000001,6.5225
Miami University,2021,1001,nan,https://www.topuniversities.com/universities/miami-university,United States,Oxford,North America,https://www.topuniversities.com/sites/default/files/miami-university_592560cf2aeae70239af4db1_small.jpg,Public,High,17.0,"2,260",L,"1,062",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Mustansiriyah University,2021,1001,nan,https://www.topuniversities.com/universities/mustansiriyah-university,Iraq,Baghdad,Asia,https://www.topuniversities.com/sites/default/files/-mustansiriyah-university_592560cf2aeae70239af5833_small.jpg,Public,Medium,8.0,"1,505",XL,"4,704",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
National Dong Hwa University,2021,1001,nan,https://www.topuniversities.com/universities/national-dong-hwa-university,Taiwan,Hualien City,Asia,https://www.topuniversities.com/sites/default/files/national-dong-hwa-university_1991_small.jpg,Public,Very High,17.0,804,M,563,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
National Taiwan Ocean University,2021,1001,nan,https://www.topuniversities.com/universities/national-taiwan-ocean-university,Taiwan,Keelung City,Asia,https://www.topuniversities.com/sites/default/files/national-taiwan-ocean-university_592560cf2aeae70239af5249_small.jpg,Public,Very High,14.0,551,M,560,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
National University of Kyiv-Mohyla Academy (NaUKMA),2021,1001,nan,https://www.topuniversities.com/universities/national-university-kyiv-mohyla-academy-naukma,Ukraine,nan,Europe,https://www.topuniversities.com/sites/default/files/national-university-of-kyiv-mohyla-academy-naukma_592560cf2aeae70239af5ab1_small.jpg,Public,High,8.0,33,S,544,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
North-West University,2021,1001,nan,https://www.topuniversities.com/universities/north-west-university,South Africa,Potchefstroom,Africa,https://www.topuniversities.com/sites/default/files/north-west-university_592560cf2aeae70239af4f48_small.jpg,Public,Very High,20.0,"1,016",XL,"1,659",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Northern Arizona University,2021,1001,nan,https://www.topuniversities.com/universities/northern-arizona-university,United States,Flagstaff,North America,https://www.topuniversities.com/sites/default/files/northern-arizona-university_592560cf2aeae70239af51a1_small.jpg,Public,High,22.0,"1,162",L,"1,158",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Panjab University,2021,1001,nan,https://www.topuniversities.com/universities/panjab-university,India,Chandigarh,Asia,https://www.topuniversities.com/sites/default/files/panjab-university_592560cf2aeae70239af4e1c_small.jpg,Public,Very High,17.0,43,L,"1,048",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
S. Toraighyrov Pavlodar State University,2021,1001,nan,https://www.topuniversities.com/universities/s-toraighyrov-pavlodar-state-university,Kazakhstan,Pavlodar,Asia,https://www.topuniversities.com/sites/default/files/s.-toraighyrov-pavlodar-state-university-_592560cf2aeae70239af565f_small.jpg,Public,Medium,14.0,16,M,566,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Pontifícia Universidade Católica do Rio Grande do Sul (PUCRS),2021,1001,nan,https://www.topuniversities.com/universities/pontificia-universidade-catolica-do-rio-grande-do-sul-pucrs,Brazil,Porto Alegre,Latin America,https://www.topuniversities.com/sites/default/files/pontifcia-universidade-catlica-do-rio-grande-do-sul-pucrs_592560cf2aeae70239af548e_small.jpg,Private,High,23.0,147,L,725,194.0,South America,9.221000000000002,8.120000000000001,2.6705,0.0,0.9655,5.105,2.781,5.2955,5.56,1.017,4.13975,2.187,2.8525,2.196,7.7035,7.448,4.922499999999999
Rikkyo University,2021,1001,nan,https://www.topuniversities.com/universities/rikkyo-university,Japan,Tokyo,Asia,https://www.topuniversities.com/sites/default/files/rikkyo-university_592560cf2aeae70239af5233_small.jpg,Private,High,17.0,"1,318",L,"1,236",244.0,Asia,5.657000000000001,3.431,6.297000000000001,3.962999999999999,8.1515,6.0075,8.377666666666666,10.0,8.82633333333333,6.980500000000001,5.955750000000001,3.7235,6.033,4.835000000000001,9.342000000000002,7.194500000000001,6.5225
Russian State University for the Humanities ,2021,1001,nan,https://www.topuniversities.com/universities/russian-state-university-humanities,Russia,Moscow,Europe,https://www.topuniversities.com/sites/default/files/russian-state-university-for-the-humanities-_592560cf2aeae70239af594b_small.jpg,Public,High,13.0,475,M,781,163.0,Europe,6.555000000000001,8.099,5.053,3.704999999999999,9.0545,4.546250000000001,5.386666666666667,7.478,4.763,4.5725,5.27475,3.148,6.017000000000001,6.571,8.875499999999999,3.4750000000000005,5.090000000000002
Saken Seifullin Kazakh Agrotechnical University,2021,1001,nan,https://www.topuniversities.com/universities/saken-seifullin-kazakh-agrotechnical-university,Kazakhstan,Nur-Sultan,Asia,https://www.topuniversities.com/sites/default/files/saken-seifullin-kazakh-agrotechnical-university_592560cf2aeae70239af5801_small.jpg,Private,Medium,14.0,611,L,882,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Scuola Normale Superiore,2021,nan,nan,https://www.topuniversities.com/universities/scuola-normale-superiore,Italy,Pisa,Europe,https://www.topuniversities.com/sites/default/files/scuola-normale-superiore-di-pisa_25824_small.jpg,nan,Very High,4.0,69,S,150,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Sant'Anna - Scuola Universitaria Superiore Pisa,2021,nan,nan,https://www.topuniversities.com/universities/santanna-scuola-universitaria-superiore-pisa,Italy,Pisa,Europe,https://www.topuniversities.com/sites/default/files/santanna-scuola-universitaria-superiore-pisa_592560cf2aeae70239af4d74_small.jpg,nan,Very High,4.0,131,S,174,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Seoul National University of Science and Technology,2021,1001,nan,https://www.topuniversities.com/universities/seoul-national-university-science-technology,South Korea,Seoul,Asia,https://www.topuniversities.com/sites/default/files/seoul-national-university-of-science-and-technology_592560e09988f300e2320bcd_small.jpg,Public,Very High,17.0,722,M,652,223.0,Asia,6.142500000000001,3.698000000000001,5.283500000000001,4.066000000000001,6.155999999999999,5.718999999999999,8.279333333333334,8.305,8.549,6.8655,6.787000000000001,5.561,6.6075,7.637,8.200000000000001,4.484,5.776
Shahid Beheshti University (SBU),2021,1001,nan,https://www.topuniversities.com/universities/shahid-beheshti-university-sbu,"Iran, Islamic Republic of",Tehran,Asia,https://www.topuniversities.com/sites/default/files/shahid-beheshti-university-sbu_592560cf2aeae70239af4e58_small.jpg,Public,Very High,22.0,268,L,861,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"Siberian Federal University, SibFU",2021,1001,nan,https://www.topuniversities.com/universities/siberian-federal-university-sibfu,Russia,Krasnoyarsk,Europe,https://www.topuniversities.com/sites/default/files/siberian-federal-university-sibfu_592560df9988f300e2320a65_small.jpg,Public,Very High,9.0,"1,193",M,"1,081",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"St George's, University of London",2021,nan,nan,https://www.topuniversities.com/universities/st-georges-university-london,United Kingdom,London,Europe,https://www.topuniversities.com/sites/default/files/st-georges-university-of-london_1657_small.jpg,Public,Very High,nan,nan,S,381,138.0,Europe,1.0,3.94,10.0,9.859,9.4025,5.3955,8.991999999999999,7.243500000000001,8.017999999999999,9.027,5.547750000000001,5.438,5.9545,5.8455,9.4555,6.573,5.374499999999999
Saint-Petersburg Mining University,2021,1001,nan,https://www.topuniversities.com/universities/saint-petersburg-mining-university,Russia,St. Petersburg,Europe,https://www.topuniversities.com/sites/default/files/saint-petersburg-mining-university_15265_small.png,Public,Very High,6.0,869,M,"1,363",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Stockholm School of Economics,2021,nan,nan,https://www.topuniversities.com/universities/stockholm-school-economics,Sweden,nan,Europe,https://www.topuniversities.com/sites/default/files/stockholm-school-of-economics_576_small.jpg,Private,Very High,nan,nan,S,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Suranaree University of Technology ,2021,1001,nan,https://www.topuniversities.com/universities/suranaree-university-technology,Thailand,Nakhon Ratchasima,Asia,https://www.topuniversities.com/sites/default/files/suranaree-university-of-technology-_592560cf2aeae70239af4f2f_small.jpg,Public,High,27.0,167,L,518,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Tamkang University,2021,1001,nan,https://www.topuniversities.com/universities/tamkang-university,Taiwan,New Taipei City,Asia,https://www.topuniversities.com/sites/default/files/tamkang-university_592560cf2aeae70239af5247_small.jpg,Private,Very High,26.0,"1,883",L,888,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Technical University of Cluj-Napoca,2021,1001,nan,https://www.topuniversities.com/universities/technical-university-cluj-napoca,Romania,nan,Europe,https://www.topuniversities.com/sites/default/files/technical-university-of-cluj-napoca_592560e59988f300e2321b43_small.jpg,Public,Very High,18.0,471,L,"1,032",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
